,TripLength
145829,1.6
145830,3.9
145831,3.3
145832,17.0
145833,233.3
145834,180.2
145835,135.0
145836,11.9
145837,3.7
145838,22.6
145839,6.0
145840,31.7
145841,3.3
145842,39.8
145843,27.7
145844,163.4
145845,6.0
145846,138.8
145847,10.6
145848,2.6
145849,4.0
145850,11.2
145851,15.9
145852,3.9
145853,8.4
145854,7.6
145855,1.2
145856,2.0
145857,6.4
145858,18.3
145859,67.8
145860,15.8
145861,11.0
145862,45.8
145863,7.2
145864,8.0
145865,8.0
145866,9.2
145867,10.7
145868,7.6
145869,8.8
145870,19.3
145871,134.1
145872,32.9
145873,24.5
145874,4.4
145875,76.7
145876,13.31
145877,20.2
145878,7.1
145879,18.3
145880,15.0
145881,10.3
145882,2.2
145883,8.7
145884,50.8
145885,22.7
145886,67.5
145887,2.2
145888,19.7
145889,28.3
145890,32.1
145891,54.8
145892,3.4
145893,3.0
145894,38.5
145895,26.4
145896,6.15
145897,5.3
145898,2.6
145899,22.7
145900,23.3
145901,19.12
145902,11.9
145903,6.1
145904,5.72
145905,6.8
145906,68.3
145907,8.6
145908,26.67
145909,7.6
145910,16.8
145911,11.0
145912,26.8
145913,37.2
145914,35.9
145915,9.3
145916,15.9
145917,6.0
145918,148.3
145919,8.7
145920,8.4
145921,9.9
145922,12.2
145923,4.4
145924,5.0
145925,16.4
145926,18.0
145927,6.0
145928,49.5
145929,7.6
145930,95.5
145931,7.4
145932,1.9
145933,8.2
145934,3.6
145935,11.4
145936,15.4
145937,39.6
145938,98.4
145939,25.4
145940,3.2
145941,26.5
145942,20.1
145943,5.9
145944,25.55
145945,16.8
145946,4.2
145947,2.3
145948,19.7
145949,45.3
145950,11.6
145951,9.1
145952,13.0
145953,8.0
145954,7.1
145955,4.4
145956,3.5
145957,23.8
145958,20.1
145959,54.6
145960,83.2
145961,3.5
145962,4.3
145963,6.8
145964,3.0
145965,24.0
145966,4.8
145967,5.7
145968,3.6
145969,26.8
145970,1.9
145971,4.4
145972,15.0
145973,16.2
145974,19.9
145975,19.72
145976,3.4
145977,1.2
145978,30.3
145979,34.6
145980,18.2
145981,31.6
145982,7.2
145983,11.6
145984,13.3
145985,1.5
145986,3.5
145987,22.0
145988,17.7
145989,84.0
145990,9.9
145991,3.9
145992,10.8
145993,73.81
145994,11.9
145995,19.7
145996,15.2
145997,8.0
145998,4.4
145999,7.5
146000,100.5
146001,15.0
146002,35.9
146003,9.2
146004,38.1
146005,7.6
146006,25.8
146007,30.7
146008,6.7
146009,21.8
146010,8.4
146011,14.2
146012,71.7
146013,5.72
146014,8.7
146015,7.6
146016,4.2
146017,5.3
146018,8.6
146019,18.5
146020,13.1
146021,13.0
146022,50.7
146023,19.4
146024,3.0
146025,2.2
146026,23.0
146027,8.7
146028,19.4
146029,6.0
146030,15.2
146031,14.7
146032,5.0
146033,15.1
146034,13.4
146035,17.2
146036,22.6
146037,8.3
146038,345.3
146039,15.9
146040,11.9
146041,6.7
146042,35.45
146043,6.8
146044,2.4
146045,68.3
146046,25.4
146047,19.7
146048,7.6
146049,3.9
146050,28.4
146051,11.4
146052,3.0
146053,16.7
146054,1.9
146055,4.5
146056,13.4
146057,5.3
146058,4.4
146059,150.28
146060,33.5
146061,5.72
146062,8.4
146063,18.3
146064,14.2
146065,46.3
146066,4.9
146067,1.7
146068,2.7
146069,68.2
146070,90.9
146071,6.9
146072,4.4
146073,8.5
146074,2.6
146075,4.8
146076,13.38
146077,13.5
146078,27.7
146079,31.9
146080,17.8
146081,6.9
146082,41.5
146083,13.4
146084,35.0
146085,24.7
146086,12.5
146087,6.2
146088,4.0
146089,10.7
146090,13.3
146091,11.9
146092,4.1
146093,4.4
146094,6.9
146095,82.0
146096,29.1
146097,11.9
146098,5.9
146099,3.3
146100,18.5
146101,24.2
146102,57.0
146103,18.3
146104,18.6
146105,7.6
146106,7.28
146107,37.8
146108,14.9
146109,11.0
146110,96.8
146111,11.6
146112,11.2
146113,9.9
146114,33.0
146115,54.9
146116,15.3
146117,15.7
146118,20.5
146119,13.3
146120,7.2
146121,36.1
146122,7.2
146123,4.88
146124,12.5
146125,19.4
146126,13.38
146127,26.4
146128,46.0
146129,1.1
146130,7.4
146131,63.2
146132,126.4
146133,5.2
146134,9.1
146135,6.8
146136,101.8
146137,45.7
146138,45.3
146139,42.2
146140,14.2
146141,8.0
146142,46.3
146143,26.4
146144,61.41
146145,17.15
146146,5.2
146147,10.9
146148,15.0
146149,16.7
146150,28.3
146151,3.4
146152,29.8
146153,62.3
146154,10.5
146155,4.4
146156,38.7
146157,20.5
146158,17.4
146159,1.1
146160,1.1
146161,5.9
146162,3.6
146163,7.6
146164,33.8
146165,26.4
146166,4.13
146167,38.4
146168,23.3
146169,1.5
146170,26.0
146171,8.0
146172,17.15
146173,5.1
146174,42.7
146175,16.2
146176,7.6
146177,22.6
146178,8.4
146179,15.5
146180,4.9
146181,47.8
146182,47.8
146183,9.1
146184,22.6
146185,3.4
146186,7.6
146187,31.5
146188,4.4
146189,39.0
146190,13.606
146191,5.3
146192,13.0
146193,5.9
146194,5.9
146195,24.2
146196,34.7
146197,72.2
146198,49.83
146199,2.7
146200,13.6
146201,48.2
146202,8.6
146203,11.2
146204,11.4
146205,33.9
146206,14.2
146207,121.6
146208,11.2
146209,19.4
146210,6.8
146211,11.1
146212,10.3
146213,23.9
146214,7.1
146215,26.5
146216,26.5
146217,18.0
146218,11.6
146219,1.9
146220,4.5
146221,6.0
146222,16.0
146223,8.1
146224,49.5
146225,35.3
146226,25.5
146227,7.1
146228,23.2
146229,13.0
146230,7.6
146231,86.0
146232,28.3
146233,3.9
146234,4.8
146235,3.0
146236,16.0
146237,3.0
146238,31.7
146239,27.8
146240,2.8
146241,6.0
146242,25.1
146243,8.7
146244,5.0
146245,23.0
146246,1.65
146247,1.8
146248,8.3
146249,56.63
146250,4.1
146251,31.6
146252,108.7
146253,18.2
146254,26.67
146255,15.0
146256,26.2
146257,8.0
146258,9.9
146259,9.0
146260,13.38
146261,5.1
146262,6.9
146263,9.9
146264,29.4
146265,26.0
146266,22.0
146267,3.0
146268,13.606
146269,3.8
146270,16.5
146271,3.6
146272,57.9
146273,5.0
146274,2.7
146275,16.8
146276,16.4
146277,22.6
146278,60.9
146279,26.6
146280,28.8
146281,31.6
146282,12.6
146283,22.9
146284,15.0
146285,20.3
146286,7.6
146287,67.8
146288,2.0
146289,37.0
146290,3.3
146291,5.3
146292,31.6
146293,15.2
146294,70.3
146295,5.4
146296,13.3
146297,74.6
146298,3.2
146299,23.7
146300,21.8
146301,5.4
146302,19.4
146303,4.5
146304,8.8
146305,19.8
146306,6.0
146307,10.7
146308,4.8
146309,38.4
146310,25.9
146311,6.1
146312,3.4
146313,3.3
146314,5.7
146315,1.6
146316,14.9
146317,32.72
146318,16.4
146319,5.1
146320,7.1
146321,4.9
146322,39.7
146323,12.8
146324,2.0
146325,4.4
146326,4.2
146327,3.0
146328,7.9
146329,13.2
146330,10.5
146331,15.5
146332,7.6
146333,4.5
146334,54.5
146335,23.7
146336,151.5
146337,32.55
146338,38.4
146339,2.4
146340,1.8
146341,3.6
146342,43.5
146343,15.9
146344,12.2
146345,8.6
146346,73.4
146347,2.8
146348,7.9
146349,18.4
146350,4.0
146351,19.7
146352,39.7
146353,5.1
146354,11.7
146355,13.4
146356,4.4
146357,4.13
146358,12.5
146359,27.4
146360,10.6
146361,3.8
146362,15.5
146363,5.72
146364,8.5
146365,7.6
146366,182.6
146367,18.7
146368,132.3
146369,47.4
146370,7.6
146371,24.0
146372,3.6
146373,10.8
146374,2.7
146375,27.3
146376,19.7
146377,13.3
146378,19.5
146379,44.4
146380,3.7
146381,15.2
146382,6.7
146383,1.6
146384,26.0
146385,36.1
146386,3.2
146387,12.8
146388,2.6
146389,57.9
146390,10.8
146391,15.5
146392,10.9
146393,15.8
146394,8.5
146395,16.2
146396,27.7
146397,7.1
146398,48.6
146399,6.7
146400,65.52
146401,87.8
146402,11.2
146403,46.9
146404,10.1
146405,54.6
146406,7.4
146407,7.6
146408,5.0
146409,16.6
146410,8.0
146411,3.6
146412,29.4
146413,28.4
146414,37.1
146415,5.72
146416,3.3
146417,14.9
146418,42.8
146419,150.7
146420,67.8
146421,7.1
146422,22.7
146423,8.1
146424,13.9
146425,10.5
146426,9.1
146427,3.8
146428,128.4
146429,15.4
146430,44.1
146431,9.3
146432,5.6
146433,12.4
146434,3.2
146435,7.1
146436,6.1
146437,61.3
146438,20.6
146439,6.7
146440,44.7
146441,31.8
146442,5.0
146443,9.3
146444,7.6
146445,10.12
146446,15.8
146447,4.0
146448,3.0
146449,16.3
146450,3.6
146451,8.1
146452,27.7
146453,7.6
146454,42.2
146455,41.25
146456,6.4
146457,21.6
146458,3.2
146459,3.2
146460,7.4
146461,7.4
146462,10.6
146463,8.6
146464,7.2
146465,9.3
146466,20.6
146467,53.3
146468,7.2
146469,9.5
146470,17.0
146471,15.7
146472,9.7
146473,5.0
146474,11.9
146475,8.0
146476,4.5
146477,84.8
146478,25.5
146479,60.8
146480,6.4
146481,13.6
146482,8.3
146483,19.1
146484,18.3
146485,11.6
146486,228.6
146487,14.8
146488,3.8
146489,7.9
146490,5.7
146491,11.0
146492,7.2
146493,1.9
146494,9.5
146495,35.27
146496,26.2
146497,19.7
146498,21.8
146499,26.2
146500,222.6
146501,7.2
146502,10.8
146503,7.6
146504,19.8
146505,11.9
146506,26.8
146507,5.2
146508,20.6
146509,1.1
146510,4.2
146511,10.02
146512,28.8
146513,32.1
146514,8.4
146515,11.4
146516,18.7
146517,34.5
146518,50.7
146519,109.2
146520,53.9
146521,15.0
146522,47.0
146523,50.3
146524,17.15
146525,7.4
146526,18.2
146527,18.5
146528,5.4
146529,4.5
146530,9.1
146531,33.7
146532,18.3
146533,32.72
146534,11.1
146535,56.2
146536,20.8
146537,3.2
146538,23.0
146539,1.9
146540,10.8
146541,7.2
146542,19.3
146543,36.32
146544,3.6
146545,1.9
146546,35.45
146547,2.6
146548,21.0
146549,21.0
146550,4.2
146551,4.4
146552,8.4
146553,19.12
146554,28.6
146555,5.0
146556,30.9
146557,24.7
146558,6.8
146559,10.8
146560,32.55
146561,19.0
146562,5.72
146563,19.6
146564,10.3
146565,7.2
146566,2.7
146567,35.9
146568,29.3
146569,13.1
146570,5.2
146571,6.15
146572,2.6
146573,41.7
146574,14.9
146575,13.3
146576,8.3
146577,9.55
146578,58.7
146579,4.8
146580,31.3
146581,4.8
146582,8.0
146583,7.4
146584,7.6
146585,11.4
146586,202.1
146587,35.9
146588,11.1
146589,26.6
146590,26.6
146591,5.72
146592,8.0
146593,6.1
146594,14.1
146595,11.4
146596,8.3
146597,3.4
146598,3.4
146599,3.5
146600,96.5
146601,22.6
146602,15.5
146603,7.1
146604,10.5
146605,7.2
146606,12.6
146607,103.6
146608,6.0
146609,6.0
146610,16.4
146611,35.0
146612,10.0
146613,13.1
146614,8.0
146615,8.1
146616,29.6
146617,18.3
146618,63.2
146619,11.2
146620,5.7
146621,15.9
146622,40.0
146623,5.0
146624,20.8
146625,11.4
146626,11.4
146627,5.2
146628,8.3
146629,30.7
146630,15.9
146631,7.4
146632,16.2
146633,36.3
146634,3.0
146635,3.5
146636,240.4
146637,3.6
146638,7.9
146639,33.7
146640,15.2
146641,7.6
146642,7.6
146643,42.2
146644,7.9
146645,13.3
146646,26.6
146647,14.4
146648,102.1
146649,5.0
146650,3.0
146651,3.6
146652,10.02
146653,25.5
146654,11.1
146655,36.7
146656,2.2
146657,12.1
146658,17.7
146659,3.2
146660,1.9
146661,9.1
146662,4.4
146663,33.7
146664,19.02
146665,19.02
146666,24.0
146667,27.3
146668,16.8
146669,13.1
146670,10.5
146671,7.932
146672,14.1
146673,7.9
146674,131.4
146675,13.5
146676,181.0
146677,10.5
146678,7.6
146679,11.4
146680,2.6
146681,29.1
146682,18.1
146683,16.6
146684,2.6
146685,12.4
146686,19.7
146687,14.5
146688,126.1
146689,13.4
146690,16.8
146691,25.8
146692,25.3
146693,5.2
146694,7.9
146695,7.9
146696,4.4
146697,15.4
146698,15.9
146699,11.6
146700,6.15
146701,301.1
146702,26.0
146703,7.6
146704,12.8
146705,45.1
146706,20.1
146707,19.02
146708,10.6
146709,61.3
146710,14.1
146711,11.9
146712,5.72
146713,15.0
146714,8.0
146715,1.6
146716,4.4
146717,27.1
146718,22.6
146719,16.0
146720,15.7
146721,14.6
146722,19.3
146723,19.3
146724,84.3
146725,18.2
146726,7.28
146727,5.72
146728,20.1
146729,3.9
146730,35.2
146731,29.1
146732,18.3
146733,57.9
146734,13.6
146735,6.0
146736,22.8
146737,98.7
146738,6.0
146739,10.7
146740,7.6
146741,3.5
146742,18.5
146743,23.0
146744,3.0
146745,3.5
146746,6.006
146747,3.6
146748,10.7
146749,8.3
146750,10.9
146751,5.72
146752,29.8
146753,12.4
146754,3.5
146755,19.0
146756,10.5
146757,4.8
146758,16.0
146759,12.0
146760,5.3
146761,18.7
146762,17.0
146763,8.1
146764,6.8
146765,6.4
146766,5.9
146767,12.6
146768,17.15
146769,8.8
146770,7.6
146771,23.3
146772,16.8
146773,20.52
146774,10.5
146775,19.4
146776,3.4
146777,32.2
146778,16.2
146779,25.1
146780,20.1
146781,5.0
146782,3.4
146783,38.5
146784,11.4
146785,7.9
146786,7.6
146787,5.3
146788,19.6
146789,103.4
146790,20.8
146791,76.8
146792,144.0
146793,13.2
146794,40.0
146795,12.5
146796,4.4
146797,2.4
146798,1.8
146799,9.2
146800,13.0
146801,10.02
146802,11.9
146803,3.4
146804,19.8
146805,2.6
146806,106.8
146807,39.7
146808,9.3
146809,25.4
146810,4.8
146811,29.3
146812,13.1
146813,24.5
146814,5.0
146815,23.0
146816,3.5
146817,3.6
146818,11.4
146819,9.3
146820,40.7
146821,18.2
146822,20.5
146823,23.7
146824,50.3
146825,2.0
146826,7.6
146827,13.9
146828,5.7
146829,18.4
146830,7.4
146831,12.4
146832,10.4
146833,2.6
146834,13.3
146835,19.4
146836,13.0
146837,6.5
146838,149.2
146839,15.5
146840,1.9
146841,4.3
146842,3.6
146843,4.5
146844,27.6
146845,30.3
146846,19.4
146847,1.7
146848,2.7
146849,8.0
146850,7.2
146851,42.9
146852,7.5
146853,2.7
146854,88.0
146855,12.7
146856,5.1
146857,11.6
146858,64.1
146859,43.1
146860,5.2
146861,4.4
146862,19.4
146863,16.3
146864,26.5
146865,24.2
146866,15.8
146867,7.1
146868,9.55
146869,19.3
146870,10.02
146871,36.1
146872,5.0
146873,74.6
146874,10.5
146875,12.92
146876,59.82
146877,8.9
146878,7.2
146879,151.3
146880,34.12
146881,24.2
146882,5.0
146883,11.2
146884,15.9
146885,25.4
146886,6.2
146887,17.9
146888,28.4
146889,70.0
146890,3.4
146891,39.0
146892,2.7
146893,25.42
146894,7.4
146895,7.4
146896,22.9
146897,11.9
146898,37.7
146899,6.9
146900,49.42
146901,19.4
146902,7.2
146903,8.6
146904,8.0
146905,29.6
146906,6.0
146907,11.7
146908,2.6
146909,1.9
146910,2.6
146911,10.02
146912,22.4
146913,55.85
146914,12.6
146915,6.0
146916,16.2
146917,23.0
146918,29.3
146919,7.6
146920,15.0
146921,6.0
146922,5.1
146923,12.4
146924,34.2
146925,2.7
146926,13.31
146927,30.4
146928,6.7
146929,32.3
146930,10.8
146931,3.5
146932,43.0
146933,13.3
146934,34.6
146935,7.6
146936,14.4
146937,4.13
146938,8.5
146939,16.4
146940,15.9
146941,2.2
146942,7.6
146943,7.4
146944,60.0
146945,4.4
146946,51.1
146947,24.1
146948,128.3
146949,6.9
146950,34.2
146951,9.9
146952,1.2
146953,46.62
146954,24.8
146955,15.2
146956,7.1
146957,14.1
146958,12.6
146959,2.7
146960,10.2
146961,6.1
146962,2.0
146963,7.6
146964,95.4
146965,2.6
146966,12.0
146967,3.8
146968,1.2
146969,32.55
146970,114.9
146971,4.2
146972,41.8
146973,8.0
146974,13.1
146975,19.7
146976,20.6
146977,25.0
146978,1.8
146979,54.9
146980,40.9
146981,11.6
146982,14.6
146983,7.9
146984,10.5
146985,31.2
146986,6.1
146987,83.88
146988,94.1
146989,51.9
146990,11.6
146991,6.4
146992,6.0
146993,68.6
146994,2.6
146995,43.1
146996,6.8
146997,7.1
146998,17.0
146999,8.0
147000,18.6
147001,14.6
147002,11.6
147003,10.8
147004,5.2
147005,10.1
147006,1.9
147007,7.6
147008,10.5
147009,120.9
147010,41.1
147011,6.8
147012,13.8
147013,9.3
147014,2.2
147015,10.9
147016,40.68
147017,34.4
147018,7.6
147019,11.53
147020,8.6
147021,194.4
147022,6.006
147023,13.6
147024,19.8
147025,4.3
147026,4.4
147027,72.7
147028,51.9
147029,21.8
147030,225.2
147031,39.6
147032,5.7
147033,3.6
147034,7.1
147035,14.1
147036,2.0
147037,5.7
147038,38.7
147039,28.8
147040,19.6
147041,65.2
147042,4.8
147043,2.3
147044,12.8
147045,9.9
147046,27.7
147047,8.0
147048,2.7
147049,8.3
147050,8.3
147051,5.3
147052,94.3
147053,3.8
147054,6.006
147055,6.1
147056,103.1
147057,16.72
147058,11.2
147059,29.6
147060,3.9
147061,1.9
147062,22.7
147063,11.1
147064,3.2
147065,8.0
147066,14.7
147067,4.1
147068,11.5
147069,3.0
147070,32.72
147071,13.3
147072,19.4
147073,2.6
147074,14.2
147075,14.6
147076,7.2
147077,2.6
147078,52.5
147079,1.9
147080,2.6
147081,3.0
147082,18.2
147083,4.4
147084,2.0
147085,7.6
147086,91.9
147087,11.9
147088,15.5
147089,16.72
147090,4.2
147091,4.4
147092,38.5
147093,12.4
147094,5.3
147095,8.4
147096,2.6
147097,11.0
147098,14.9
147099,10.5
147100,16.8
147101,15.3
147102,4.4
147103,12.8
147104,13.0
147105,7.1
147106,18.4
147107,146.0
147108,57.6
147109,16.4
147110,11.6
147111,2.6
147112,3.6
147113,32.55
147114,13.3
147115,3.7
147116,1.6
147117,8.3
147118,2.3
147119,1.8
147120,5.0
147121,5.0
147122,10.4
147123,6.6
147124,16.6
147125,15.5
147126,4.1
147127,18.3
147128,103.1
147129,90.7
147130,14.1
147131,15.8
147132,112.0
147133,8.98
147134,85.7
147135,19.4
147136,15.3
147137,36.7
147138,13.9
147139,4.2
147140,149.5
147141,5.6
147142,2.2
147143,4.4
147144,4.4
147145,8.4
147146,1.6
147147,25.0
147148,5.3
147149,3.3
147150,32.3
147151,83.2
147152,4.4
147153,11.6
147154,31.2
147155,7.8
147156,5.72
147157,9.9
147158,21.8
147159,1.6
147160,8.5
147161,19.4
147162,9.9
147163,26.6
147164,6.0
147165,5.0
147166,9.1
147167,17.2
147168,2.2
147169,11.0
147170,18.0
147171,7.9
147172,4.71
147173,32.2
147174,125.1
147175,13.6
147176,14.6
147177,78.8
147178,33.1
147179,26.6
147180,5.9
147181,24.1
147182,13.3
147183,17.8
147184,14.2
147185,2.8
147186,3.8
147187,5.9
147188,139.9
147189,68.8
147190,20.1
147191,6.006
147192,4.88
147193,15.9
147194,10.5
147195,70.3
147196,18.2
147197,14.7
147198,1.8
147199,1.8
147200,9.5
147201,4.8
147202,7.2
147203,22.0
147204,50.0
147205,5.7
147206,13.4
147207,55.3
147208,19.6
147209,31.7
147210,2.6
147211,13.1
147212,11.6
147213,8.0
147214,29.1
147215,17.9
147216,4.0
147217,17.9
147218,42.9
147219,16.2
147220,18.7
147221,25.9
147222,3.1
147223,19.4
147224,18.2
147225,4.0
147226,3.4
147227,15.7
147228,11.0
147229,8.4
147230,2.2
147231,2.6
147232,3.8
147233,141.3
147234,1.8
147235,87.0
147236,7.2
147237,22.3
147238,38.5
147239,23.5
147240,46.9
147241,3.5
147242,7.6
147243,26.4
147244,13.3
147245,3.0
147246,49.0
147247,16.4
147248,1.9
147249,4.8
147250,33.7
147251,13.3
147252,14.2
147253,7.2
147254,17.0
147255,5.1
147256,10.7
147257,39.0
147258,47.3
147259,13.4
147260,9.3
147261,72.2
147262,6.1
147263,4.4
147264,19.8
147265,3.3
147266,1.1
147267,4.0
147268,36.1
147269,11.9
147270,6.9
147271,4.6
147272,339.4
147273,14.9
147274,16.4
147275,5.1
147276,17.4
147277,6.15
147278,6.8
147279,3.4
147280,4.0
147281,5.9
147282,35.2
147283,11.2
147284,53.9
147285,6.9
147286,7.6
147287,6.0
147288,19.5
147289,7.8
147290,20.6
147291,38.4
147292,15.6
147293,8.4
147294,5.7
147295,31.3
147296,7.6
147297,11.0
147298,19.8
147299,57.9
147300,13.4
147301,5.9
147302,27.6
147303,17.2
147304,3.3
147305,48.2
147306,10.5
147307,9.6
147308,3.3
147309,2.0
147310,14.2
147311,19.6
147312,4.8
147313,17.7
147314,3.9
147315,5.9
147316,7.6
147317,8.4
147318,10.9
147319,10.3
147320,3.0
147321,11.1
147322,10.0
147323,62.5
147324,3.9
147325,47.3
147326,21.0
147327,7.8
147328,27.83
147329,3.0
147330,18.3
147331,6.0
147332,13.3
147333,45.8
147334,2.6
147335,2.6
147336,32.9
147337,3.3
147338,3.9
147339,10.9
147340,3.8
147341,3.2
147342,41.8
147343,4.5
147344,34.7
147345,35.0
147346,1.9
147347,2.2
147348,20.2
147349,61.3
147350,13.4
147351,11.8
147352,29.8
147353,11.2
147354,25.4
147355,8.0
147356,1.2
147357,3.6
147358,13.4
147359,15.1
147360,49.1
147361,276.8
147362,8.7
147363,77.3
147364,24.0
147365,33.7
147366,2.6
147367,6.1
147368,4.8
147369,3.9
147370,58.9
147371,6.0
147372,30.3
147373,106.1
147374,13.9
147375,22.6
147376,2.0
147377,19.5
147378,26.3
147379,4.8
147380,52.7
147381,7.8
147382,7.9
147383,37.95
147384,6.8
147385,55.8
147386,66.3
147387,2.8
147388,1.9
147389,12.8
147390,4.4
147391,17.4
147392,10.8
147393,9.4
147394,31.7
147395,13.2
147396,12.8
147397,33.8
147398,124.9
147399,5.0
147400,2.2
147401,8.4
147402,28.9
147403,25.9
147404,9.3
147405,3.9
147406,13.4
147407,62.83
147408,26.0
147409,16.8
147410,7.1
147411,7.2
147412,38.9
147413,15.0
147414,132.7
147415,18.4
147416,13.9
147417,27.83
147418,1.7
147419,3.1
147420,26.8
147421,11.4
147422,19.12
147423,1.1
147424,11.1
147425,1.2
147426,8.3
147427,39.7
147428,38.4
147429,3.4
147430,7.2
147431,137.7
147432,14.4
147433,1.9
147434,12.7
147435,9.4
147436,11.9
147437,13.606
147438,15.3
147439,3.0
147440,16.4
147441,12.92
147442,11.1
147443,51.2
147444,31.7
147445,12.2
147446,303.0
147447,8.0
147448,39.42
147449,20.1
147450,3.5
147451,17.5
147452,6.8
147453,8.0
147454,12.5
147455,9.9
147456,19.8
147457,13.2
147458,22.4
147459,32.8
147460,15.3
147461,7.2
147462,13.9
147463,8.4
147464,72.1
147465,6.8
147466,6.8
147467,15.0
147468,4.4
147469,2.6
147470,2.0
147471,4.4
147472,4.4
147473,11.2
147474,23.0
147475,23.2
147476,9.9
147477,10.7
147478,23.7
147479,24.3
147480,15.3
147481,63.7
147482,2.0
147483,286.6
147484,6.2
147485,11.2
147486,10.7
147487,4.5
147488,15.2
147489,2.8
147490,4.1
147491,15.2
147492,31.13
147493,26.6
147494,25.1
147495,20.2
147496,16.4
147497,33.6
147498,46.4
147499,10.12
147500,34.7
147501,22.9
147502,26.4
147503,15.4
147504,5.6
147505,4.0
147506,64.7
147507,5.0
147508,2.2
147509,7.1
147510,11.4
147511,6.0
147512,11.4
147513,27.83
147514,3.5
147515,20.1
147516,8.4
147517,18.0
147518,26.5
147519,94.5
147520,10.3
147521,29.6
147522,5.0
147523,29.9
147524,8.3
147525,39.7
147526,3.6
147527,41.9
147528,33.6
147529,30.9
147530,46.3
147531,15.9
147532,15.9
147533,12.0
147534,5.9
147535,10.5
147536,54.1
147537,15.0
147538,5.6
147539,27.3
147540,5.0
147541,18.5
147542,11.4
147543,6.5
147544,23.2
147545,4.5
147546,71.4
147547,10.7
147548,18.5
147549,59.5
147550,11.2
147551,29.1
147552,11.6
147553,1.9
147554,8.6
147555,2.7
147556,5.0
147557,3.9
147558,11.17
147559,42.2
147560,15.0
147561,145.4
147562,42.2
147563,72.2
147564,7.6
147565,37.4
147566,11.1
147567,8.8
147568,4.9
147569,3.2
147570,50.8
147571,108.5
147572,5.1
147573,11.7
147574,49.3
147575,10.9
147576,7.1
147577,6.8
147578,7.2
147579,31.5
147580,13.5
147581,22.0
147582,33.9
147583,16.0
147584,14.7
147585,3.9
147586,17.3
147587,22.7
147588,3.0
147589,4.1
147590,17.2
147591,5.0
147592,16.2
147593,16.2
147594,19.7
147595,95.6
147596,6.2
147597,5.0
147598,8.0
147599,7.6
147600,13.0
147601,16.1
147602,14.1
147603,19.4
147604,27.7
147605,20.1
147606,6.8
147607,29.6
147608,28.4
147609,11.1
147610,11.4
147611,8.4
147612,2.4
147613,15.9
147614,8.3
147615,13.3
147616,12.0
147617,25.3
147618,4.8
147619,26.8
147620,13.38
147621,39.9
147622,26.2
147623,3.8
147624,10.3
147625,30.42
147626,5.0
147627,28.3
147628,11.7
147629,6.9
147630,5.0
147631,65.4
147632,16.2
147633,26.3
147634,2.2
147635,2.2
147636,12.0
147637,37.6
147638,36.7
147639,8.3
147640,1.1
147641,12.1
147642,8.3
147643,97.7
147644,5.3
147645,10.7
147646,2.4
147647,8.0
147648,5.6
147649,69.3
147650,11.9
147651,6.0
147652,25.5
147653,18.2
147654,6.0
147655,7.2
147656,7.1
147657,9.3
147658,15.7
147659,27.7
147660,10.6
147661,54.4
147662,45.4
147663,15.8
147664,17.4
147665,8.0
147666,11.2
147667,2.2
147668,11.4
147669,12.5
147670,7.9
147671,5.0
147672,56.7
147673,206.0
147674,13.0
147675,11.8
147676,28.1
147677,7.8
147678,10.3
147679,9.3
147680,8.0
147681,9.55
147682,1.1
147683,17.4
147684,34.7
147685,3.6
147686,16.2
147687,11.4
147688,54.57
147689,18.7
147690,8.5
147691,21.7
147692,39.1
147693,12.2
147694,8.0
147695,18.5
147696,7.2
147697,10.6
147698,32.55
147699,3.4
147700,8.8
147701,8.3
147702,61.8
147703,1.2
147704,11.6
147705,7.0
147706,216.5
147707,3.3
147708,11.6
147709,13.0
147710,107.4
147711,21.3
147712,42.3
147713,148.0
147714,3.9
147715,9.2
147716,15.9
147717,34.4
147718,18.5
147719,66.3
147720,11.1
147721,11.2
147722,1.8
147723,4.4
147724,14.2
147725,173.3
147726,22.0
147727,26.2
147728,46.3
147729,15.4
147730,3.8
147731,19.7
147732,15.1
147733,17.4
147734,72.2
147735,10.5
147736,15.0
147737,20.1
147738,4.5
147739,229.6
147740,24.1
147741,4.3
147742,3.3
147743,7.2
147744,4.4
147745,31.3
147746,69.9
147747,28.7
147748,9.9
147749,4.9
147750,3.5
147751,25.55
147752,5.5
147753,1.8
147754,4.4
147755,18.4
147756,3.6
147757,29.5
147758,73.88
147759,5.0
147760,14.7
147761,35.9
147762,102.6
147763,22.0
147764,7.6
147765,21.1
147766,7.1
147767,3.5
147768,16.6
147769,10.4
147770,7.8
147771,12.8
147772,44.4
147773,22.8
147774,4.1
147775,10.8
147776,4.1
147777,3.5
147778,30.8
147779,3.3
147780,7.1
147781,5.3
147782,5.2
147783,22.2
147784,32.42
147785,1.2
147786,15.4
147787,13.4
147788,39.0
147789,7.1
147790,49.6
147791,17.5
147792,3.7
147793,162.8
147794,24.2
147795,7.6
147796,3.8
147797,13.1
147798,26.5
147799,9.1
147800,7.8
147801,8.7
147802,74.6
147803,10.1
147804,2.2
147805,13.2
147806,29.1
147807,7.9
147808,9.3
147809,10.5
147810,188.2
147811,9.3
147812,34.7
147813,8.0
147814,7.9
147815,1.6
147816,20.4
147817,105.0
147818,72.7
147819,1.2
147820,4.4
147821,8.0
147822,67.8
147823,36.1
147824,16.9
147825,2.3
147826,19.4
147827,10.7
